"Row.names" "ENSG00000077254.14" "sample_type" "patient" "project_id" "fc"
"TCGA-BH-A1EY-01A-11R-A13Q-07" 31.0706 "Primary Tumor" "TCGA-BH-A1EY" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1F0-01A-11R-A137-07" 37.3166 "Primary Tumor" "TCGA-BH-A1F0" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1F2-01A-31R-A13Q-07" 117.8454 "Primary Tumor" "TCGA-BH-A1F2" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1F2-11A-32R-A13Q-07" 50.5788 "Solid Tissue Normal" "TCGA-BH-A1F2" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1F5-01A-12R-A13Q-07" 53.7541 "Primary Tumor" "TCGA-BH-A1F5" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1F6-01A-11R-A13Q-07" 25.3905 "Primary Tumor" "TCGA-BH-A1F6" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1F8-01A-11R-A13Q-07" 54.162 "Primary Tumor" "TCGA-BH-A1F8" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FB-01A-11R-A13Q-07" 59.9646 "Primary Tumor" "TCGA-BH-A1FB" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FB-11A-33R-A13Q-07" 55.946 "Solid Tissue Normal" "TCGA-BH-A1FB" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FC-01A-11R-A13Q-07" 51.8478 "Primary Tumor" "TCGA-BH-A1FC" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FC-11A-32R-A13Q-07" 48.2646 "Solid Tissue Normal" "TCGA-BH-A1FC" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FD-01A-11R-A13Q-07" 62.1089 "Primary Tumor" "TCGA-BH-A1FD" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FE-01A-11R-A13Q-07" 55.9796 "Primary Tumor" "TCGA-BH-A1FE" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FG-01A-11R-A13Q-07" 30.961 "Primary Tumor" "TCGA-BH-A1FG" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FH-01A-12R-A13Q-07" 68.0007 "Primary Tumor" "TCGA-BH-A1FH" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FJ-01A-11R-A13Q-07" 66.6141 "Primary Tumor" "TCGA-BH-A1FJ" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FL-01A-11R-A13Q-07" 51.1004 "Primary Tumor" "TCGA-BH-A1FL" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FM-01A-11R-A13Q-07" 50.304 "Primary Tumor" "TCGA-BH-A1FM" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FN-01A-11R-A13Q-07" 62.1453 "Primary Tumor" "TCGA-BH-A1FN" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FN-11A-34R-A13Q-07" 44.4688 "Solid Tissue Normal" "TCGA-BH-A1FN" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FR-01A-11R-A13Q-07" 90.1525 "Primary Tumor" "TCGA-BH-A1FR" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FU-01A-11R-A14D-07" 30.21 "Primary Tumor" "TCGA-BH-A1FU" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A1FU-11A-23R-A14D-07" 59.5177 "Solid Tissue Normal" "TCGA-BH-A1FU" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A201-01A-11R-A14M-07" 46.4706 "Primary Tumor" "TCGA-BH-A201" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A202-01A-11R-A14M-07" 48.4731 "Primary Tumor" "TCGA-BH-A202" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A203-01A-12R-A169-07" 31.9889 "Primary Tumor" "TCGA-BH-A203" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A203-11A-42R-A169-07" 67.6995 "Solid Tissue Normal" "TCGA-BH-A203" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A204-01A-11R-A157-07" 42.1231 "Primary Tumor" "TCGA-BH-A204" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A204-11A-53R-A157-07" 35.9702 "Solid Tissue Normal" "TCGA-BH-A204" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A208-01A-11R-A157-07" 24.9012 "Primary Tumor" "TCGA-BH-A208" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A208-11A-51R-A157-07" 51.5864 "Solid Tissue Normal" "TCGA-BH-A208" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A209-01A-11R-A157-07" 41.102 "Primary Tumor" "TCGA-BH-A209" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A209-11A-42R-A157-07" 57.2905 "Solid Tissue Normal" "TCGA-BH-A209" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A28O-01A-11R-A22K-07" 40.8423 "Primary Tumor" "TCGA-BH-A28O" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A28Q-01A-11R-A16F-07" 86.4863 "Primary Tumor" "TCGA-BH-A28Q" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A2L8-01A-11R-A18M-07" 35.5301 "Primary Tumor" "TCGA-BH-A2L8" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A42T-01A-11R-A24H-07" 15.0669 "Primary Tumor" "TCGA-BH-A42T" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A42U-01A-12R-A24H-07" 19.6738 "Primary Tumor" "TCGA-BH-A42U" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A42V-01A-11R-A24H-07" 29.8047 "Primary Tumor" "TCGA-BH-A42V" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A5IZ-01A-11R-A27Q-07" 37.3731 "Primary Tumor" "TCGA-BH-A5IZ" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A5J0-01A-11R-A27Q-07" 24.6372 "Primary Tumor" "TCGA-BH-A5J0" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A6R8-01A-21R-A33J-07" 28.5902 "Primary Tumor" "TCGA-BH-A6R8" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A6R9-01A-21R-A32P-07" 25.4235 "Primary Tumor" "TCGA-BH-A6R9" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A8FY-01A-11R-A36F-07" 38.1468 "Primary Tumor" "TCGA-BH-A8FY" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A8FZ-01A-11R-A352-07" 39.2009 "Primary Tumor" "TCGA-BH-A8FZ" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-A8G0-01A-11R-A352-07" 45.7388 "Primary Tumor" "TCGA-BH-A8G0" "TCGA-BRCA" 0.821642066058639
"TCGA-BH-AB28-01A-31R-A41B-07" 46.3329 "Primary Tumor" "TCGA-BH-AB28" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12K-01A-21R-A115-07" 41.2962 "Primary Tumor" "TCGA-C8-A12K" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12L-01A-11R-A115-07" 24.3248 "Primary Tumor" "TCGA-C8-A12L" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12M-01A-11R-A115-07" 65.8175 "Primary Tumor" "TCGA-C8-A12M" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12N-01A-11R-A115-07" 46.3073 "Primary Tumor" "TCGA-C8-A12N" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12O-01A-11R-A115-07" 43.1021 "Primary Tumor" "TCGA-C8-A12O" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12P-01A-11R-A115-07" 39.8672 "Primary Tumor" "TCGA-C8-A12P" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12Q-01A-11R-A115-07" 56.3686 "Primary Tumor" "TCGA-C8-A12Q" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12T-01A-11R-A115-07" 38.2139 "Primary Tumor" "TCGA-C8-A12T" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12U-01A-11R-A115-07" 28.6796 "Primary Tumor" "TCGA-C8-A12U" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12V-01A-11R-A115-07" 33.4925 "Primary Tumor" "TCGA-C8-A12V" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12W-01A-11R-A115-07" 26.1713 "Primary Tumor" "TCGA-C8-A12W" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12X-01A-11R-A115-07" 18.8185 "Primary Tumor" "TCGA-C8-A12X" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12Y-01A-11R-A12D-07" 35.6536 "Primary Tumor" "TCGA-C8-A12Y" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A12Z-01A-11R-A115-07" 49.5037 "Primary Tumor" "TCGA-C8-A12Z" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A130-01A-31R-A115-07" 29.4203 "Primary Tumor" "TCGA-C8-A130" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A131-01A-11R-A115-07" 13.4882 "Primary Tumor" "TCGA-C8-A131" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A132-01A-31R-A115-07" 45.9216 "Primary Tumor" "TCGA-C8-A132" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A133-01A-32R-A12D-07" 42.8769 "Primary Tumor" "TCGA-C8-A133" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A134-01A-11R-A115-07" 71.9037 "Primary Tumor" "TCGA-C8-A134" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A135-01A-11R-A115-07" 28.0624 "Primary Tumor" "TCGA-C8-A135" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A137-01A-11R-A115-07" 47.3019 "Primary Tumor" "TCGA-C8-A137" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A138-01A-11R-A115-07" 17.9511 "Primary Tumor" "TCGA-C8-A138" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A1HE-01A-11R-A13Q-07" 87.8901 "Primary Tumor" "TCGA-C8-A1HE" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A1HF-01A-11R-A137-07" 49.6734 "Primary Tumor" "TCGA-C8-A1HF" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A1HG-01A-11R-A137-07" 34.5703 "Primary Tumor" "TCGA-C8-A1HG" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A1HI-01A-11R-A137-07" 42.877 "Primary Tumor" "TCGA-C8-A1HI" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A1HJ-01A-11R-A13Q-07" 30.8131 "Primary Tumor" "TCGA-C8-A1HJ" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A1HK-01A-21R-A13Q-07" 39.6607 "Primary Tumor" "TCGA-C8-A1HK" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A1HL-01A-11R-A137-07" 28.7735 "Primary Tumor" "TCGA-C8-A1HL" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A1HM-01A-12R-A137-07" 60.6308 "Primary Tumor" "TCGA-C8-A1HM" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A1HN-01A-11R-A137-07" 69.3176 "Primary Tumor" "TCGA-C8-A1HN" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A1HO-01A-11R-A13Q-07" 56.2626 "Primary Tumor" "TCGA-C8-A1HO" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A26V-01A-11R-A16F-07" 81.8116 "Primary Tumor" "TCGA-C8-A26V" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A26W-01A-11R-A16F-07" 51.4552 "Primary Tumor" "TCGA-C8-A26W" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A26X-01A-31R-A16F-07" 13.6505 "Primary Tumor" "TCGA-C8-A26X" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A26Y-01A-11R-A16F-07" 45.9915 "Primary Tumor" "TCGA-C8-A26Y" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A26Z-01A-11R-A16F-07" 35.9813 "Primary Tumor" "TCGA-C8-A26Z" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A273-01A-11R-A16F-07" 35.7825 "Primary Tumor" "TCGA-C8-A273" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A274-01A-11R-A16F-07" 34.675 "Primary Tumor" "TCGA-C8-A274" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A275-01A-21R-A16F-07" 39.4982 "Primary Tumor" "TCGA-C8-A275" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A278-01A-11R-A169-07" 47.7977 "Primary Tumor" "TCGA-C8-A278" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A27A-01A-11R-A169-07" 54.7932 "Primary Tumor" "TCGA-C8-A27A" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A27B-01A-11R-A169-07" 67.0286 "Primary Tumor" "TCGA-C8-A27B" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A3M7-01A-12R-A21T-07" 44.2666 "Primary Tumor" "TCGA-C8-A3M7" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A3M8-01A-11R-A213-07" 43.7938 "Primary Tumor" "TCGA-C8-A3M8" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A8HP-01A-11R-A36F-07" 14.9484 "Primary Tumor" "TCGA-C8-A8HP" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A8HQ-01A-11R-A36F-07" 19.8971 "Primary Tumor" "TCGA-C8-A8HQ" "TCGA-BRCA" 0.821642066058639
"TCGA-C8-A8HR-01A-11R-A36F-07" 34.3451 "Primary Tumor" "TCGA-C8-A8HR" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A13Y-01A-11R-A115-07" 123.7173 "Primary Tumor" "TCGA-D8-A13Y" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A13Z-01A-11R-A115-07" 40.1609 "Primary Tumor" "TCGA-D8-A13Z" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A140-01A-11R-A115-07" 37.0348 "Primary Tumor" "TCGA-D8-A140" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A141-01A-11R-A115-07" 38.698 "Primary Tumor" "TCGA-D8-A141" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A142-01A-11R-A115-07" 21.9862 "Primary Tumor" "TCGA-D8-A142" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A143-01A-11R-A115-07" 44.8411 "Primary Tumor" "TCGA-D8-A143" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A145-01A-11R-A115-07" 47.7713 "Primary Tumor" "TCGA-D8-A145" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A146-01A-31R-A115-07" 51.6951 "Primary Tumor" "TCGA-D8-A146" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A147-01A-11R-A115-07" 93.0267 "Primary Tumor" "TCGA-D8-A147" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1J8-01A-11R-A13Q-07" 59.3894 "Primary Tumor" "TCGA-D8-A1J8" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1J9-01A-11R-A13Q-07" 48.3026 "Primary Tumor" "TCGA-D8-A1J9" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JA-01A-11R-A13Q-07" 78.218 "Primary Tumor" "TCGA-D8-A1JA" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JB-01A-11R-A13Q-07" 41.5378 "Primary Tumor" "TCGA-D8-A1JB" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JC-01A-11R-A13Q-07" 41.2718 "Primary Tumor" "TCGA-D8-A1JC" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JD-01A-11R-A13Q-07" 46.2319 "Primary Tumor" "TCGA-D8-A1JD" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JE-01A-11R-A13Q-07" 75.0989 "Primary Tumor" "TCGA-D8-A1JE" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JF-01A-11R-A13Q-07" 21.4665 "Primary Tumor" "TCGA-D8-A1JF" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JH-01A-11R-A13Q-07" 52.993 "Primary Tumor" "TCGA-D8-A1JH" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JI-01A-11R-A13Q-07" 52.785 "Primary Tumor" "TCGA-D8-A1JI" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JJ-01A-31R-A14M-07" 51.9862 "Primary Tumor" "TCGA-D8-A1JJ" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JK-01A-11R-A13Q-07" 29.2598 "Primary Tumor" "TCGA-D8-A1JK" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JL-01A-11R-A13Q-07" 83.2622 "Primary Tumor" "TCGA-D8-A1JL" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JM-01A-11R-A13Q-07" 59.637 "Primary Tumor" "TCGA-D8-A1JM" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JN-01A-11R-A13Q-07" 54.8139 "Primary Tumor" "TCGA-D8-A1JN" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JP-01A-11R-A13Q-07" 42.4805 "Primary Tumor" "TCGA-D8-A1JP" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JS-01A-11R-A13Q-07" 68.427 "Primary Tumor" "TCGA-D8-A1JS" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JT-01A-31R-A13Q-07" 51.5195 "Primary Tumor" "TCGA-D8-A1JT" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1JU-01A-11R-A13Q-07" 72.7125 "Primary Tumor" "TCGA-D8-A1JU" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1X5-01A-11R-A14D-07" 42.376 "Primary Tumor" "TCGA-D8-A1X5" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1X6-01A-11R-A14M-07" 62.6678 "Primary Tumor" "TCGA-D8-A1X6" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1X7-01A-11R-A14M-07" 87.0827 "Primary Tumor" "TCGA-D8-A1X7" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1X8-01A-11R-A14M-07" 71.7368 "Primary Tumor" "TCGA-D8-A1X8" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1X9-01A-12R-A157-07" 52.6748 "Primary Tumor" "TCGA-D8-A1X9" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XA-01A-11R-A14D-07" 61.0389 "Primary Tumor" "TCGA-D8-A1XA" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XB-01A-11R-A14D-07" 44.9688 "Primary Tumor" "TCGA-D8-A1XB" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XC-01A-11R-A14D-07" 64.7727 "Primary Tumor" "TCGA-D8-A1XC" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XD-01A-11R-A14D-07" 56.7686 "Primary Tumor" "TCGA-D8-A1XD" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XF-01A-11R-A14D-07" 24.131 "Primary Tumor" "TCGA-D8-A1XF" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XG-01A-11R-A14D-07" 89.9568 "Primary Tumor" "TCGA-D8-A1XG" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XJ-01A-11R-A14M-07" 60.9176 "Primary Tumor" "TCGA-D8-A1XJ" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XK-01A-21R-A14M-07" 50.8326 "Primary Tumor" "TCGA-D8-A1XK" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XL-01A-11R-A14M-07" 21.7208 "Primary Tumor" "TCGA-D8-A1XL" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XM-01A-21R-A14M-07" 62.8879 "Primary Tumor" "TCGA-D8-A1XM" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XO-01A-11R-A14M-07" 81.032 "Primary Tumor" "TCGA-D8-A1XO" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XQ-01A-11R-A14M-07" 28.5826 "Primary Tumor" "TCGA-D8-A1XQ" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XR-01A-11R-A14M-07" 73.041 "Primary Tumor" "TCGA-D8-A1XR" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XS-01A-11R-A14M-07" 49.6555 "Primary Tumor" "TCGA-D8-A1XS" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XT-01A-11R-A14M-07" 93.3045 "Primary Tumor" "TCGA-D8-A1XT" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XU-01A-11R-A14M-07" 38.0648 "Primary Tumor" "TCGA-D8-A1XU" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XV-01A-11R-A14M-07" 39.349 "Primary Tumor" "TCGA-D8-A1XV" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XW-01A-11R-A14M-07" 81.3156 "Primary Tumor" "TCGA-D8-A1XW" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XY-01A-11R-A14M-07" 35.8265 "Primary Tumor" "TCGA-D8-A1XY" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1XZ-01A-11R-A14M-07" 46.0153 "Primary Tumor" "TCGA-D8-A1XZ" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1Y0-01A-11R-A14M-07" 57.793 "Primary Tumor" "TCGA-D8-A1Y0" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1Y1-01A-21R-A14M-07" 25.0632 "Primary Tumor" "TCGA-D8-A1Y1" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1Y2-01A-11R-A157-07" 26.3718 "Primary Tumor" "TCGA-D8-A1Y2" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A1Y3-01A-11R-A157-07" 13.9738 "Primary Tumor" "TCGA-D8-A1Y3" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27E-01A-11R-A16F-07" 87.8714 "Primary Tumor" "TCGA-D8-A27E" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27F-01A-11R-A16F-07" 51.447 "Primary Tumor" "TCGA-D8-A27F" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27G-01A-11R-A16F-07" 55.1062 "Primary Tumor" "TCGA-D8-A27G" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27H-01A-11R-A16F-07" 30.5819 "Primary Tumor" "TCGA-D8-A27H" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27I-01A-11R-A16F-07" 36.6663 "Primary Tumor" "TCGA-D8-A27I" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27K-01A-11R-A16F-07" 70.2911 "Primary Tumor" "TCGA-D8-A27K" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27L-01A-11R-A16F-07" 53.4708 "Primary Tumor" "TCGA-D8-A27L" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27M-01A-11R-A16F-07" 33.2045 "Primary Tumor" "TCGA-D8-A27M" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27N-01A-11R-A16F-07" 36.3028 "Primary Tumor" "TCGA-D8-A27N" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27P-01A-11R-A16F-07" 98.6659 "Primary Tumor" "TCGA-D8-A27P" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27R-01A-11R-A16F-07" 37.3619 "Primary Tumor" "TCGA-D8-A27R" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27T-01A-11R-A16F-07" 43.3006 "Primary Tumor" "TCGA-D8-A27T" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27V-01A-12R-A17B-07" 71.0285 "Primary Tumor" "TCGA-D8-A27V" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A27W-01A-11R-A16F-07" 31.6953 "Primary Tumor" "TCGA-D8-A27W" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A3Z5-01A-41R-A24H-07" 37.624 "Primary Tumor" "TCGA-D8-A3Z5" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A3Z6-01A-11R-A239-07" 36.445 "Primary Tumor" "TCGA-D8-A3Z6" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A4Z1-01A-21R-A266-07" 52.0703 "Primary Tumor" "TCGA-D8-A4Z1" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A73U-01A-11R-A33J-07" 21.8499 "Primary Tumor" "TCGA-D8-A73U" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A73W-01A-22R-A352-07" 28.1533 "Primary Tumor" "TCGA-D8-A73W" "TCGA-BRCA" 0.821642066058639
"TCGA-D8-A73X-01A-11R-A32P-07" 42.2617 "Primary Tumor" "TCGA-D8-A73X" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A105-01A-11R-A10J-07" 42.3099 "Primary Tumor" "TCGA-E2-A105" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A106-01A-11R-A10J-07" 71.6136 "Primary Tumor" "TCGA-E2-A106" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A107-01A-11R-A10J-07" 26.2939 "Primary Tumor" "TCGA-E2-A107" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A108-01A-13R-A10J-07" 33.485 "Primary Tumor" "TCGA-E2-A108" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A109-01A-11R-A10J-07" 40.1217 "Primary Tumor" "TCGA-E2-A109" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A10A-01A-21R-A115-07" 84.8829 "Primary Tumor" "TCGA-E2-A10A" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A10B-01A-11R-A10J-07" 63.557 "Primary Tumor" "TCGA-E2-A10B" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A10C-01A-21R-A10J-07" 28.0336 "Primary Tumor" "TCGA-E2-A10C" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A10E-01A-21R-A10J-07" 45.0581 "Primary Tumor" "TCGA-E2-A10E" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A10F-01A-11R-A10J-07" 45.8926 "Primary Tumor" "TCGA-E2-A10F" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A14N-01A-31R-A137-07" 24.5187 "Primary Tumor" "TCGA-E2-A14N" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A14O-01A-31R-A115-07" 21.3593 "Primary Tumor" "TCGA-E2-A14O" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A14P-01A-31R-A12D-07" 33.056 "Primary Tumor" "TCGA-E2-A14P" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A14Q-01A-11R-A12D-07" 63.5683 "Primary Tumor" "TCGA-E2-A14Q" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A14R-01A-11R-A115-07" 44.114 "Primary Tumor" "TCGA-E2-A14R" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A14S-01A-11R-A12D-07" 43.8012 "Primary Tumor" "TCGA-E2-A14S" "TCGA-BRCA" 0.821642066058639
"TCGA-E2-A14T-01A-11R-A115-07" 28.861 "Primary Tumor" "TCGA-E2-A14T" "TCGA-BRCA" 0.821642066058639
